dtype,err,gf_1024x768x1024,gf_256x256x256,gf_512x512x512,kc,mc,mr,name,nc,nr,omp,prefetch,score,t,unroll
f32,3.335815564474859e-07,79.84,69.99,77.91,512,128,4,gemm_f32_mr4_nr24_kc512_mc128_nc2048_pf4_u1,2048,24,0,4,75.79292559070872,374.3,1
f32,3.335815564474859e-07,77.93,74.83,77.65,512,256,4,gemm_f32_mr4_nr24_kc512_mc256_nc256_pf4_u1,256,24,0,4,76.78815127015923,375.0,1
f32,3.335815564474859e-07,79.79,71.46,78.75,512,256,4,gemm_f32_mr4_nr24_kc512_mc256_nc512_pf4_u1,512,24,0,4,76.57731048674924,375.7,1
f32,3.335815564474859e-07,83.2,72.07,80.81,512,256,4,gemm_f32_mr4_nr24_kc512_mc256_nc1024_pf4_u1,1024,24,0,4,78.54161526750735,376.3,1
f32,3.335815564474859e-07,83.8,73.33,79.54,512,256,4,gemm_f32_mr4_nr24_kc512_mc256_nc2048_pf4_u1,2048,24,0,4,78.77084406369788,377.0,1
f32,3.335815564474859e-07,80.87,70.92,78.5,512,512,4,gemm_f32_mr4_nr24_kc512_mc512_nc256_pf4_u1,256,24,0,4,76.64099663262091,377.7,1
f32,3.335815564474859e-07,79.74,64.35,76.01,512,512,4,gemm_f32_mr4_nr24_kc512_mc512_nc512_pf4_u1,512,24,0,4,73.06231344306393,378.4,1
f32,3.335815564474859e-07,82.63,76.18,80.2,512,512,4,gemm_f32_mr4_nr24_kc512_mc512_nc1024_pf4_u1,1024,24,0,4,79.62467736961975,379.0,1
f32,3.335815564474859e-07,80.95,70.99,77.25,512,512,4,gemm_f32_mr4_nr24_kc512_mc512_nc2048_pf4_u1,2048,24,0,4,76.28664780460437,379.7,1
f32,3.335815564474859e-07,84.41,74.72,79.09,320,64,4,gemm_f32_mr4_nr24_kc320_mc64_nc1024_pf4_u1,1024,24,0,4,79.31021278995958,380.5,1
f32,3.335815564474859e-07,80.23,75.47,81.78,320,128,4,gemm_f32_mr4_nr24_kc320_mc128_nc1024_pf4_u1,1024,24,0,4,79.11599861764871,381.2,1
f32,3.335815564474859e-07,81.54,76.68,84.39,320,192,4,gemm_f32_mr4_nr24_kc320_mc192_nc1024_pf4_u1,1024,24,0,4,80.80846104065395,382.0,1
f32,3.335815564474859e-07,84.11,50.36,51.97,384,192,4,gemm_f32_mr4_nr24_kc384_mc192_nc1024_pf4_u1,1024,24,0,4,60.37957503028879,382.7,1
f32,3.335815564474859e-07,83.23,77.27,81.98,448,64,4,gemm_f32_mr4_nr24_kc448_mc64_nc1024_pf4_u1,1024,24,0,4,80.78523289635154,383.5,1
f32,3.335815564474859e-07,82.64,74.99,80.27,448,128,4,gemm_f32_mr4_nr24_kc448_mc128_nc1024_pf4_u1,1024,24,0,4,79.23603797110674,384.2,1
f32,3.335815564474859e-07,81.69,72.88,78.7,448,192,4,gemm_f32_mr4_nr24_kc448_mc192_nc1024_pf4_u1,1024,24,0,4,77.66793265261092,384.9,1
f32,3.335815564474859e-07,83.3,76.74,82.37,512,192,4,gemm_f32_mr4_nr24_kc512_mc192_nc1024_pf4_u1,1024,24,0,4,80.75018925968351,385.7,1
f32,3.335815564474859e-07,82.19,80.78,81.7,320,64,4,gemm_f32_mr4_nr24_kc320_mc64_nc2048_pf4_u1,2048,24,0,4,81.55547767170494,386.4,1
f32,3.335815564474859e-07,82.65,80.69,85.54,320,128,4,gemm_f32_mr4_nr24_kc320_mc128_nc2048_pf4_u1,2048,24,0,4,82.93870732315425,387.1,1
f32,3.335815564474859e-07,82.81,76.66,84.36,320,192,4,gemm_f32_mr4_nr24_kc320_mc192_nc2048_pf4_u1,2048,24,0,4,81.2067068395954,387.9,1
f32,3.335815564474859e-07,86.74,79.95,84.99,384,192,4,gemm_f32_mr4_nr24_kc384_mc192_nc2048_pf4_u1,2048,24,0,4,83.84558211211471,388.6,1
f32,3.335815564474859e-07,83.02,81.62,82.19,448,64,4,gemm_f32_mr4_nr24_kc448_mc64_nc2048_pf4_u1,2048,24,0,4,82.2745925001403,389.3,1
f32,3.335815564474859e-07,81.76,76.09,82.85,448,128,4,gemm_f32_mr4_nr24_kc448_mc128_nc2048_pf4_u1,2048,24,0,4,80.17908750097384,390.0,1
f32,3.335815564474859e-07,86.07,75.69,79.98,448,192,4,gemm_f32_mr4_nr24_kc448_mc192_nc2048_pf4_u1,2048,24,0,4,80.46826567330439,390.8,1
f32,3.335815564474859e-07,85.73,74.52,85.0,512,192,4,gemm_f32_mr4_nr24_kc512_mc192_nc2048_pf4_u1,2048,24,0,4,81.58649494779006,391.5,1
